"Genres","Title","Year","Votes","Rating"
"Comedy,Drama","Me, Natalie",1969,771,6.5
"Action,Adventure,Drama","Sunset Range",1935,53,6.2
"Comedy,Drama,Musical","ABC Stage 67",1966,52,7.8
"Comedy,Short","Foolshead, King of Robbers",1909,6,5.2
"Western","The Duke",1961,53,7.3
"Drama","Hällebäcks gård",1961,6,4.8
"Action,Adventure,Music","The Man from Sundown",1939,12,6.2
"Drama","Prom Queen",2009,133,7.7
"Comedy","Skanör-Falsterbo",1939,30,5.2
"Action,Adventure,Drama","Daredevil in the Castle",1961,103,6.7
"Adult","Aunt Peg's Fulfillment",1981,64,6.6
"Short","Of Pups and Puzzles",1941,114,6.3
"Action,Western","West of Wyoming",1950,16,5.6
"Adventure,Drama,Family","Leave It to Lassie and the Beavers",1964,10,7.2
"Short","Savage/Love",1981,22,4.9
"Adventure,Drama","St. Helens",1981,443,6.3
"Comedy","Príklady táhnou",1939,42,7.2
"Action,Animation,Comedy","Batty Man, Part 4",1967,8,6.9
"Western","Bounty for a Bride",1959,68,6.7
"Action,Adventure,Crime","Around the World with Superman",1954,91,8.4
"Action,Adventure,Romance","Hell Canyon Outlaws",1957,33,6.3
"Comedy,Mystery","Nancy Drew... Trouble Shooter",1939,524,7.0
"Comedy,Romance","Ladies Should Listen",1934,212,6.2
"Comedy","Here Comes the Bride",1919,29,7.2
"Drama,History","Heritage",1935,16,5.0
"Drama","Troopship",1937,20,5.7
"Comedy","Kristin Commands",1946,109,5.6
"Action,Adventure,Comedy","The Gang's All Here",1941,122,5.4
"Music,Short","2Pac: Keep Ya Head Up",1993,9,7.6
"Crime,Short","Betrayed by a Handprint",1908,86,5.5
"Drama,War","Behold a Pale Horse",1964,1648,6.8
"Drama,Romance","The Chaser",1938,38,6.0
"Comedy,Thriller","Diesmal muß es Kaviar sein",1961,86,5.9
"Drama","Gyanú",1944,7,4.3
"Crime,Horror,Mystery","The Clinic",2010,6014,5.4
"Comedy,Short","The Ageless Sex",1914,6,4.8
"Comedy,Drama","Kuriton sukupolvi",1957,145,6.1
"Action,Adventure,Horror","Shikari",1963,38,5.6
"Adventure,Animation,Sci-Fi","Higeki no ankokusei",1979,17,7.1
"Animation,Family","Mis Uszatek",1975,119,6.9
"Drama","The Test of Honor",1919,22,7.1
"Comedy","Krudt med knald",1931,9,6.8
"Comedy","Two Bad Eggs",1968,10,7.5
"Action,Adventure,Drama","Road Agent",1952,85,6.2
"Crime,Drama","Caged Fury",1948,30,5.8
"Adventure,Animation,Comedy","Gerald McBoing-Boing",1950,1627,7.0
"Drama,History","Jakob der Letzte",1976,21,6.7
"Drama,Romance,Thriller","Dangerously They Live",1941,355,6.5
"Action,Adventure,Music","Starlight Over Texas",1938,19,6.0
"Comedy,Family,Fantasy","My Master, the Weakling",1967,117,7.5
"Action,Adventure,Drama","Zatoichi and the Chess Expert",1965,1111,7.4
"Western","The Road to Monterey",1951,7,6.3
"Biography,Drama,History","Salomé",1922,766,6.6
"Adventure,Animation,Family","Lost in Outer Space",1958,8,6.0
"Documentary","On the Waterways",1991,8,6.2
"Comedy,Drama,Musical","The Street of Love",1959,123,6.5
"Western","The Long Night",1962,64,7.2
"Crime,Drama,Mystery","Burglary: The Dognappers",1970,31,7.2
"Biography,History,Music","Warszawska premiera",1951,14,5.6
"Comedy","Strike First Freddy",1965,657,6.3
"Documentary,Short","Diary of Yunbogi",1965,143,6.7
"Drama,War","The 25th Hour",1967,1608,7.4
"Adventure,Drama","Dead Man's Rock",1957,8,6.4
"Crime,Drama","Farlig vår",1949,39,6.1
"Comedy,Romance","Poor Girl, Pretty Girl",1957,168,6.4
"Crime,Drama,Thriller","De burgemeester van Veurne",1984,7,6.4
"Comedy","Úplne beznadejný prípad",1978,5,6.6
"Comedy","Studujeme za skolou",1939,37,6.8
"Adventure,Drama,Sci-Fi","Collision Course",1975,241,7.1
"Adventure","Aloha Means Goodbye",1955,6,5.8
"Comedy,Family,Sci-Fi","My Nut Cup Runneth Over",1966,19,7.8
"Drama,Romance","Llamas contra el viento",1956,6,5.2
"Adventure","Hurricane's Gal",1922,9,5.0
"Crime,Drama","Nakovalnya ili chuk",1972,14,5.4
"Drama,Horror,Mystery","Dark of the Moon",1957,9,6.8
"Adventure,Drama","Conquistador",1957,8,6.5
"Comedy,Family","Lucy Meets Charles Boyer",1956,174,8.8
"Adventure,Drama,Fantasy","Episode #1.5",1968,11,7.0
"Comedy","The Philadelphia Story",1967,17,6.5
"Drama","Die Prinzessin und der Geiger",1925,33,6.8
"Documentary,Short","The Cummington Story",1945,30,6.4
"Documentary","Nothing But Time",1926,417,7.1
"Comedy,Drama,Romance","Never on Sunday",1960,4792,7.3
"Comedy,Musical,Romance","Tú me enloqueces",1976,6,6.0
"Western","The Rebellion",1959,41,8.2
"Animation","A csillagszemü juhász",1981,6,6.8
"Drama","Mordprozeß Mary Dugan",1931,7,6.0
"Drama,Western","'49-'17",1917,239,5.9
"Drama,Romance","Tahir and Zühre",1952,11,5.2
"Drama,Romance","Undertow",1930,21,6.5
"Animation,Short","Witty Kitty",1959,12,5.2
"Adventure,Biography,Drama","The Horse Without a Head: The 100,000,000 Franc Train Robbery",1963,123,7.0
"Adventure,History,War","Sword of the Conqueror",1961,140,5.6
"Action,Adventure,Crime","The Night Rider",1932,52,5.5
"Fantasy,Sci-Fi","Das andere Ich",1918,6,2.2
"Comedy","Tageszeiten der Liebe",1964,6,8.5
"Drama,Horror,Sci-Fi","The Man Who Could Cheat Death",1959,1392,6.3
"Comedy","La damigella di Bard",1938,9,7.3
"Crime,Drama,Mystery","The Lonely Way to Go",1970,19,7.3
"Western","Sabata",1969,4048,6.8
"Drama,Romance,War","Girl from the Mountains",1972,24,6.1
"Western","Here Stands Bailey",1969,21,8.4
"Drama","And in Again",1971,10,6.5
"Comedy,Romance","Trouble Backstairs",1935,10,7.2
"Short","Meat Joy",1964,57,5.8
"Drama,Fantasy,Horror","Episode #1.37",1966,44,7.2
"Comedy,Short","He Forgot to Remember",1944,7,5.9
"Western","Bat Plays a Dead Man's Hand",1959,18,7.8
"Action","Lucille Love: The Girl of Mystery",1914,8,5.9
"Comedy,Drama,Romance","Union Depot",1932,731,7.0
"Comedy","O thymios tahei 400",1960,44,5.0
"Comedy,Drama","Los millones de Chaflán",1938,14,7.2
"Comedy,Crime","Das schwarze Schaf",1960,553,6.8
"Drama,Family,Fantasy","The Trigger",1998,25,8.0
"Drama","Ten Commandments",1945,8,6.6
"Action,Drama,Western","Bad Lands",1939,170,5.9
"Comedy,Family","An Interesting Evening",1960,5,7.2
"Drama","Lotte in Weimar",1975,44,6.5
"Adventure,Animation,Fantasy","L'horloge magique ou La petite fille qui voulait être princesse",1928,107,7.6
"Drama,History","Umzüge - November 1923",1990,7,7.6
"Biography,Crime,Drama","Hoover",2000,46,6.8
"Action,Adventure,Drama","One Man's Law",1940,24,4.8
"Comedy,Family","Ozzie Plans a Surprise",1959,6,9.0
"Action,Crime","Intimidation",1960,465,7.2
"Comedy,Drama","Zborn Again",1990,165,7.6
"Action,Crime,Drama","The New Mexican Connection",1972,24,7.6
"Action,Crime,Drama","Interlude in Venice",1966,86,7.2
"Drama","No Other Woman",1933,312,5.9
"Animation,Comedy,Family","Ghost of Honor",1957,19,5.8
"Action,Animation,Family","Point 783",1967,33,7.4
"Crime,Drama","My Buddy",1944,13,5.8
"Comedy,Family","King Oliver I",1971,29,7.8
"Crime,Drama,Mystery","Dirty Money, Black Light",1977,116,8.6
"Drama","Standgericht",1966,8,7.6
"Documentary,History,News","Out of This World",1954,6,6.7
"Comedy","La bisbetica domata",1942,25,6.0
"Action,Western","Adventures of Texas Jack",1934,5,4.4
"Drama,Romance,Short","Ramona",1910,322,6.0
"Comedy,Mystery,Romance","Nosed Out",1952,14,6.4
"Western","Top Gun",1955,482,6.2
"Action,Crime","The Zebra Force",1976,196,4.6
"Romance","Heidemelodie",1956,16,4.0
"Western","The Bitter, the Lonely",1966,9,7.1
"Comedy,Romance","Come September",1961,2922,7.0
"Crime,Drama","The Green Cockatoo",1937,87,6.0
"Drama,Fantasy,Horror","Episode #1.415",1968,23,7.3
"Western","Geronimo",1958,14,7.3
"Comedy,Crime,Drama","Man Hunt",1936,49,5.6
"Comedy,Family","Hail to the Fire Chief",1968,32,8.0
"Drama","Tri rasskaza Chekhova",1959,6,7.5
"Drama","The Punishment",1976,552,8.1
"Comedy,Short","The Dome Doctor",1925,8,6.0
"Horror","At lumaganap ang lagim",1975,5,6.6
"Comedy,Crime,Thriller","Sterben ist gesünder",1997,12,7.9
"Drama,Mystery,Romance","The Clairvoyant",1935,897,6.7
"Drama","Pardesi",1953,10,7.0
"Adult,Drama","Hothouse Rose II",1992,26,6.3
"Comedy","The Magic Act",1956,15,8.7
"Adventure,Biography,Drama","The Boy Who Stole the Elephant: Part 1",1970,23,7.4
"Comedy,Drama,Romance","Katupeilin takana",1949,63,6.3
"Action,Adventure,Comedy","Chain of Events",1971,169,8.0
"Drama,Film-Noir,Sport","The Square Jungle",1955,196,6.6
"Action,Drama,Western","The Fighting Ranger",1948,10,5.8
"Mystery","Father Brown, Detective",1934,37,6.3
"Drama","The Road to Glory",1926,31,7.1
"Drama","Jailbreak",1936,56,5.8
"Comedy","Die blaue Stunde",1953,16,3.5
"Animation,Comedy,Family","Mucho Locos",1966,95,6.3
"Drama,Family,Romance","Portrait of Love",1980,147,7.6
"Comedy,Family","The Latch Key Kid",1968,20,8.0
"Drama,History","Traja svedkovia",1968,9,3.6
"Adventure,Animation,Comedy","Bedknobs and Broomsticks",1971,31876,7.1
"Adventure,Comedy,Fantasy","The Secret of the Loch",1934,107,5.6
"Drama","Maro Prapancham",1970,23,6.8
"Comedy","Two's Company",1959,13,7.2
"Drama","Everybody Knows Kadkin",1977,17,7.4
"Action,Adventure,Family","To Be a Student",1957,11,7.6
"Drama,War","Glory Sky",1962,165,7.4
"Comedy","Suli-buli",1982,25,7.4
"Western","The Law and Billy Burgess",1970,43,7.1
"Biography,Drama,Sport","Spirit of Youth",1938,107,6.2
"Comedy","Sixty-Five Today",1963,29,7.7
"Action,Crime,Drama","El misterio de Huracán Ramírez",1962,10,6.0
"Adventure,History,Romance","Navy Heroes",1955,36,6.3
"Comedy,Mystery,Short","Los amigos del muerto",1994,14,6.0
"Western","The Earl of Durango",1960,21,7.4
"Comedy,Family,Fantasy","Coldfinger",1965,18,6.8
"Comedy,War","Marriage Is a Private Affair",1944,270,6.1
"Documentary,Short","LSD: Insight or Insanity?",1967,153,4.5
"Drama,Family,Short","Star in the Night",1945,760,7.7
"Comedy,War","A Purple Heart for Gruber",1962,41,6.7
"Adventure,Animation,Comedy","The Elephant Caper",1961,9,5.8
"Drama,Fantasy,Horror","Episode #1.405",1968,26,7.8
"Documentary,Short","The Mind-Benders: LSD and the Hallucinogens",1967,17,6.9
"Drama","Tonka Sibenice",1930,100,7.2
"Adventure,Drama,Family","The Faceless Ones: Episode 2",1967,157,7.5
"Biography,Drama,History","Richard III",1955,3828,7.4
"Drama","Passion Flower",1921,10,6.1
"Comedy,Romance","Paradise for Three",1938,372,7.0
"Comedy","Pengar - en tragikomisk saga",1946,58,7.6
"Drama,Romance","Prem Patra",1962,57,7.5
"Drama,Romance","V chetverg i bolshe nikogda",1978,118,7.0
"Action,Drama,Romance","No Name on the Bullet",1959,1844,7.3
"Adventure,Comedy,Romance","Carry on Cabby",1963,2179,6.4
"Drama,History,Romance","Year 1863",1922,14,6.3
"Adventure,Animation,Comedy","Popeye the Sailor Meets Ali Baba's Forty Thieves",1937,745,7.7
"Adventure,Comedy,Music","Las Vegas Nights",1941,90,5.6
"Animation,Short","Tichý týden v dome",1971,677,6.6
"Drama,Romance","Nothing's Ever Perfect",1986,50,7.5
"Comedy","Eva tropí hlouposti",1939,286,7.9
"Crime,Drama,Mystery","Why They Killed Nolan",1968,16,6.8
"Horror","The Return of Madame Vernoy",1958,69,6.2
"Drama,Sci-Fi,Thriller","Creed of Slaves",1977,8,6.4
"Action,Short,Sport","Beauty and the Bull",1954,88,5.4
"Animation,Short","Al Tudi Tuhak",1999,8,6.0
"Animation,Comedy,Family","Social Lion",1954,218,6.7
"Drama,War","Diary of a Revolutionist",1932,17,6.1
"Comedy,Musical","¡Paso a la juventud..!",1958,15,5.4
"Action,Adventure,Crime","Taxi Angels",1981,62,6.9
"Comedy,Family,Fantasy","Ed's Christmas Story",1963,25,8.0
"Drama","Vagabond Blacksmiths",1949,6,4.2
"Comedy","Confidence",1987,9,6.4
"Action,Animation,Comedy","Whistler's Father, Part 1",1965,6,6.2
"Drama,War","Voyage of the Damned",1976,2418,6.4
"Comedy,Family","The Special Delivery Letter",1969,30,7.5
"Biography,History","Le sorcier du ciel",1949,9,8.3
"Crime,Drama,Horror","The Carpet of Horror",1962,154,5.3
"Crime,Drama","Der Koffer",1965,5,6.6
"Action,Crime,Sci-Fi","Beautiful Dreamer: Part 2",1966,48,7.2
"Fantasy,Short","The Little Match Girl",1954,30,5.4
"Drama,Romance","Men Are Such Fools",1938,377,5.5
"Short","Life in Sometown, U.S.A.",1938,55,5.6
"Animation,Comedy,Family","Speedy Ghost to Town",1967,91,6.0
"Drama,Fantasy,Horror","Episode #1.348",1967,30,7.4
"Comedy","La vispa Teresa",1943,43,6.9
"Family,Western","Pete's Folly",1956,5,7.0
"Action,Adventure,Crime","The Spider Returns",1941,227,6.8
"Comedy","Un millón por tu historia",1980,7,4.6
"Comedy,Crime,Drama","The Room",1953,6,6.7
"Documentary,Short","Canada Vignettes: The Photographers",1978,5,6.0
"Adventure,History","The Royalists",1947,49,6.2
"Animation,Short","Devochka i Drakon",1983,10,5.9
"Comedy,Crime,Drama","Going in Style",1979,2723,7.1
"Documentary","Coronation Street Special: Tracy Barlow Exposed",2004,6,4.3
"Comedy","Author! Author!",1967,17,7.1
"Crime,Drama","Ulysses and the Republic",1966,5,6.8
"Drama,Family","The Smile of the Virgin",1958,22,6.9
"Comedy","Isaia, horeve",1966,56,4.9
"Drama,Romance,Thriller","Marie Galante",1934,269,5.7
"Drama,Short","Hermes Bird",1979,30,6.7
"Animation,Comedy,Family","I Wanna Be a Life Guard",1936,210,7.1
"Comedy,Short","Tontolini è triste",1911,17,5.0
"Comedy,Romance","Ljubi, ljubi, al' glavu ne gubi",1981,1001,7.1
"Drama","Le noeud de vipères",1980,6,7.8
"Comedy,Family","Mike's Horror-Scope",1970,116,6.6
"Family","Langturschauffør",1981,170,4.2
"Animation,Comedy,Family","Barbecue Brawl",1956,556,7.2
"Drama","Hay lugar para... dos",1949,9,6.6
"Crime,Drama,Mystery","Confessions of an Opium Eater",1962,491,6.5
"Crime,Drama,Film-Noir","A Woman's Devotion",1956,177,6.5
"Action,Adventure,Drama","The Big Cage",1933,36,5.9
"Drama,Family,Romance","The Racoon",1974,200,8.1
"Drama","Sixteen",1973,24,5.8
"Comedy","A Limited Engagement",1971,9,6.6
"Comedy,Short","Crushed",1924,9,8.4
"Comedy,War","Six Pounds from Paradise",1963,29,7.2
"Drama","The World and the Woman",1916,38,6.2
"Action,Crime,Drama","The Sounds of Silence",1974,34,7.9
"Comedy,Romance","The Small Witch",1963,83,6.0
"Crime,Drama,Film-Noir","The Invisible Wall",1947,62,6.5
"Western","West of Cheyenne",1953,12,6.9
"Comedy","Karhanova parta",1951,8,4.8
"Comedy","Let's Switch!",1975,46,7.0
"Horror,Short","A Modern Jekyll and Hyde",1913,7,4.4
"Comedy,Drama","Die letzte Droschke von Berlin",1926,20,7.2
"Comedy,Family","How to Succeed in Business?",1973,87,6.9
"Animation,Family,Short","Sedoy medved",1988,20,7.8
"Comedy,Short","The Love Nest",1923,1890,6.9
"Crime,War","The Betrayal",1957,49,6.0
"Drama,Romance,Western","Dark Command",1940,2202,6.8
"Comedy,Crime,Short","Los 4 Golpes",1962,10,6.9
"Animation,Comedy,Family","The Jazz Fool",1929,317,5.7
"Adventure,Comedy,Drama","Én és a nagyapám",1954,43,7.0
"Drama,Romance","Mimi",1935,29,5.9
"Animation,Comedy,Family","Vacation with Play",1951,34,6.5
"Drama","One for the Road",1961,5,8.2
"Animation,Comedy,Family","Bye, Bye Bluebeard",1949,358,7.3
"Family,History,Short","Keeping Fit",1942,16,5.9
"Biography,Drama,History","Le chemin de Damas",1952,6,7.7
"Animation,Comedy,Family","Daffy's Southern Exposure",1942,194,6.7
"Comedy","The Unexcused Hour",1957,29,6.4
"Action,Drama","The Runt",1977,11,7.0
"Animation,Comedy,Family","Chew-Chew Baby",1945,89,6.9
"Drama,Sci-Fi","A Source of Contamination",1965,15,9.3
"Comedy,Family","The Boys Against the Girls",1970,18,7.4
"Action,Adventure,Crime","Racing Romance",1926,11,6.0
"Comedy","El ceniciento",1955,8,6.8
"Drama","Girl No. 217",1945,63,7.4
"Horror,Sci-Fi","Hand of Death",1962,277,4.6
"Action,Adventure,Crime","Drums of Fu Manchu",1940,253,6.9
"Documentary","Une minute pour une image",1983,49,7.1
"Comedy,Drama","The First Hundred Years",1938,129,6.2
"Comedy","Joe Butterfly",1957,201,6.2
"Adventure,Animation,Comedy","Pumuckl und die Kopfwehtabletten",1989,16,7.4
"Drama","Tarps Elin",1956,27,6.0
"Action,Adventure,Comedy","News Is Made at Night",1939,28,6.6
"Comedy","Mrs. Naugatuck in Love",1975,21,7.0
"Comedy,Family,Fantasy","The Heavy Rider",1964,24,8.2
"Crime,Drama,Mystery","The Case of the Crimson Kiss",1957,232,8.5
"Comedy,Music","Episode #1.1",1977,6,8.5
"Crime,Drama,Mystery","The Case Against Paul Ryker: Part 2",1963,9,8.1
"Comedy,Drama,Musical","Bleeke Bet",1934,44,6.3
"Drama","Lockende Gefahr",1950,7,6.7
"Comedy","Child's Play",1987,37,7.5
"Animation,Comedy,Family","Goldriggers of '49",1965,6,6.8
"Comedy,Romance","Beverly of Graustark",1926,447,5.8
"Drama,War","Sekretnaya missiya",1950,39,5.7
"Drama,Romance,War","Johnny in the Clouds",1945,1204,7.3
"Comedy,Family,Fantasy","Sam and the Beanstalk",1969,162,8.5
"Animation,Family,Fantasy","Le petit train",1974,8,5.4
"Crime,Drama,Mystery","Ransom",1970,24,7.4
"Western","The Kidnapping",1960,13,7.2
"Drama","Breathing Lessons",1994,314,6.5
"Musical","Summer Holiday",1948,467,5.8
"Western","The Man Who Planted Gold in California",1970,9,8.6
"Western","Juan Diega",1960,12,7.6
"Crime,Drama,Musical","Sinful",1965,11,6.2
"Crime,Drama,Mystery","Collision Course",1966,10,7.2
"Comedy,Romance","Maibritt, das Mädchen von den Inseln",1964,9,6.2
"Drama,War","Candlelight in Algeria",1944,198,6.3
"Western","Shakedown at St. Joe",1959,21,7.6
"Animation,Family,Short","Kozlyonok, kotoryy schital do desyati",1968,57,7.3
"News","IMDb Originals",2015,574,7.0
"Comedy","Eine schwere Erkrankung",1973,25,7.3
"Comedy","Paris New-York",1940,54,5.9
"Comedy,Fantasy,Sci-Fi","Total",1983,151,7.1
"Crime,Drama,Musical","Temptation",1935,6,5.2
"Comedy,Drama","Huck and Tom",1918,13,6.4
"Comedy,Family,Fantasy","Ed in the Peace Corps",1964,21,7.7
"Drama,Family","Growing Pains",1984,5,7.4
"Drama","Malafemmena",1957,13,7.2
"Comedy,Short","Blood and Thunder",1931,38,6.2
"Action,Drama","Uczta Baltazara",1954,10,3.9
"Comedy,Family,Mystery","The Actors' Home",1953,33,8.8
"Drama,War","Children of Hiroshima",1952,888,7.8
"Comedy","Sailor's Holiday",1944,7,6.4
"Comedy,Crime,Drama","Face of Danger",1955,7,6.7
"Animation,Biography,Comedy","The Invisible Moustache of Raoul Dufy",1955,18,7.1
"Comedy,Drama,Romance","Daisy Miller",1974,1002,6.1
"Action,Music,Romance","Trigger Trail",1944,15,5.9
"Crime,Documentary,Mystery","Coroner's Casebook",1999,6,7.7
"Crime,Drama,Mystery","Rumpole and the Married Lady",1978,65,7.9
"Action,Animation,Comedy","Go Snow, Part 3",1964,9,7.8
"Crime,Drama","Radio Cab Murder",1954,141,6.2
"Comedy,Musical,Romance","Mein Schatz ist aus Tirol",1958,53,4.5
"Drama","La ragazzola",1965,12,9.1
"Drama","O nikitis",1965,26,5.7
"Animation,Comedy,Family","Down and Outing",1961,289,5.0
"Drama","Nancy Steele Is Missing!",1937,59,6.5
"Crime","Gefährliche Zuflucht",1964,8,8.4
"Comedy,Short","Shiver and Shake",1922,22,5.0
"Action,Adventure","The Stones of Venice",1972,7,7.4
"Adventure,Crime,Drama","Malaga",1954,204,5.2
"Music,Short","Oasis: Don't Look Back in Anger",1996,112,7.2
"Short","Gauguin",1950,144,6.3
"Drama","Dr. Jekyll and Mr. Hyde",1955,58,6.6
"Comedy,Short","Wolf in Thief's Clothing",1943,6,6.0
"Drama","The Death and Life of Larry Benson",1954,14,8.4
"Drama,Romance","Dge ukanaskneli, dge pirveli",1960,116,6.8
"Comedy","Minden kezdet nehéz",1966,11,7.3
"Animation,Comedy,Family","Wimmin Is a Myskery",1940,77,7.0
"Comedy","Nightmare in the Park",1976,35,8.3
"Family,History,Musical","Thyagayya",1946,46,7.8
"Comedy,Musical","Forbidden Music",1936,71,5.7
"Biography,Drama","Narcotic",1933,246,4.1
"Action,Animation,Comedy","A New Villain, Part 1",1966,6,6.3
"Comedy,Music","Noch 'ne Oper",1979,18,7.4
"Animation,Comedy,Family","Sheepish Sheep-Herder",1960,29,7.6
"Drama","The Mouth Agape",1974,770,7.4
"Drama","I and My Daughters",1961,12,6.0
"Comedy,Family,Game-Show","Episode #1.99",1967,5,6.0
"Animation","Our Mr. Sun",1956,141,7.2
"Biography,Drama","Sons of the Mountains",1956,18,6.6
"Documentary","Battle for Survival",1946,13,6.9
"Action,Adventure,Drama","Code Name Vengeance",1987,82,4.1
"Comedy,Drama","La pachanga",1981,26,7.5
"Drama","Zoku aoi sanmyaku",1949,37,6.5
"Drama","Doktór Murek",1939,13,7.6
"Comedy","It's in the Bag",1936,7,5.9
"Drama","Fast ein Poet",1968,5,9.6
"Comedy,Drama,Horror","Death in the Morning",1982,76,6.5
"Comedy,Short","A Straight Crook",1921,10,5.6
"Adventure,Family","Briggen Tre Liljor",1961,29,6.4
"Comedy,Music,Sport","Yes Sir, That's My Baby",1949,63,7.4
"Documentary,Short","The Quiet Racket",1966,9,6.9
"Comedy,Drama","El cochecito",1960,823,7.4
"Documentary,Short","Canada Vignettes: The Ham",1978,7,6.9
"Comedy","The Nelson Touch",1979,10,8.0
"Comedy","Kenraalin morsian",1951,34,3.8
"Comedy,Fantasy,Horror","El camino de los espantos",1967,40,6.4
"Drama,Romance","Trapeze",1956,3896,6.8
"Adventure,Drama,Family","The Time Monster: Episode Six",1972,209,6.9
"Western","Action",1921,32,5.1
"Crime,Drama,Mystery","If a Body See a Body",1971,23,7.3
"Comedy,Family","Top Secret",1974,95,5.8
"Western","Twisted Trails",1953,12,7.9
"Western","The Longest Hunt",1968,269,5.9
"Comedy","Step Lively, Jeeves!",1937,135,5.9
"Crime,Drama,Thriller","Model in the Lake",1959,7,7.1
